Platform,Title,Instructor_Partner,Description,Rating,Reviews,Price,Details,URL
Udemy,"Oracle Data Guard 12C , certified expert. No Time To Waste",Marc Vandermeiren,No Time To Waste,Rating: 4.5 out of 5 4.5 (17),nan,Current price $29.99,3 total hours 27 lectures Intermediate,nan
Udemy,Alteryx Designer Core Certification Exam Practice Test Crack Alteryx Designer Core exam with complete 2 mock tests with detailed solution| 160 Questions and Answers |,Boldbaatar Batdorj,Crack Alteryx Designer Core exam with complete 2 mock tests with detailed solution| 160 Questions and Answers |,Rating: 4.4 out of 5 4.4 (17),nan,Current price $19.99,160 questions All Levels,nan
Udemy,SAFe® Product Owner Product Manager POPM Test - AI Empowered Pass the Exam in first attempt - It is based on latest 6.0 version of AI Empowered SAFe® POPM,Agile Solutions,Pass the Exam in first attempt - It is based on latest 6.0 version of AI Empowered SAFe® POPM,Rating: 4.3 out of 5 4.3 (17),nan,Current price $19.99,180 questions All Levels,nan
Udemy,SnowPro Associate: Platform Certification – Practice Exams 3 full-length practice exams (65+ questions each) to prepare for SnowPro Associate: Platform Certification (SOL-CO1),Hamid Qureshi,3 full-length practice exams (65+ questions each) to prepare for SnowPro Associate: Platform Certification (SOL-CO1),Rating: 4.0 out of 5 4.0 (17),nan,Current price $19.99,205 questions All Levels,nan
Udemy,2023 Salesforce Administrator Credential - Trail Preparing your Salesforce Administrator credential? This trailmix that has been curated to help you get exam ready!,Jimmy Tanzil,Preparing your Salesforce Administrator credential? This trailmix that has been curated to help you get exam ready!,Rating: 4.6 out of 5 4.6 (17),nan,Current price $44.99,16.5 total hours 85 lectures Expert,nan
Udemy,Ultimate AWS Certified Solutions Architect Associate 2026 Full Practice Exam | Learn Cloud Computing | Pass the AWS Certified Solutions Architect Associate Certification SAA-C03!,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",nan,"Rating: 4.7 out of 5 4.7 (284,229)",nan,Current price $89.99,nan,nan
Udemy,[NEW] Ultimate AWS Certified Cloud Practitioner CLF-C02 2026 Full Practice Exam included + explanations | Learn Cloud Computing | Pass the AWS Cloud Practitioner CLF-C02 exam!,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",nan,"Rating: 4.7 out of 5 4.7 (283,029)",nan,Current price $89.99,nan,nan
Udemy,CompTIA Security+ (SY0-701) Complete Course & Practice Exam CompTIA Security+ (SY0-701) Bootcamp - Your preparation for the world's best cybersecurity certification!,"Jason Dion • 2.8 Million+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions, Jason Dion • 2.8 Million+ Enrollments Worldwide",nan,"Rating: 4.7 out of 5 4.7 (115,132)",nan,Current price $79.99,nan,nan
Udemy,AI Governance Professional (AIGP) Certification Masterclass Master the 4 domains of the IAPP AIGP certification exam with 19+ hours of on-demand video.,Dr. Kyle David,nan,"Rating: 4.7 out of 5 4.7 (1,465)",nan,Current price $199.99,nan,nan
Udemy,nan,nan,nan,nan,nan,nan,nan,nan
Udemy,nan,nan,nan,nan,nan,nan,nan,nan
Udemy,SAFe Scrum Master 6.0 exam 6 practice tests. FEBRUARY 2026! Prepare for SAFe Scrum Master 6.0 certification with 270 mock exam questions. Latest update!,EduMosaic Learn,Prepare for SAFe Scrum Master 6.0 certification with 270 mock exam questions. Latest update!,Rating: 4.3 out of 5 4.3 (17),nan,Current price $19.99,270 questions All Levels,nan
Udemy,Professional VMware vSphere 8.x Exam VCP-DCV 2024 Professional vSphere 8.x Exam VCP-DCV 2023 (Exam code 2V0-21.23) - UPDATE 2024,Eder Silvera,Professional vSphere 8.x Exam VCP-DCV 2023 (Exam code 2V0-21.23) - UPDATE 2024,Rating: 4.6 out of 5 4.6 (17),nan,Current price $199.99,160 questions Intermediate,nan
Udemy,CCSP Situational Practice Tests - 600 QAE - All Domains Your Road to Success,Wala A Suliman,Your Road to Success,Rating: 4.2 out of 5 4.2 (17),nan,Current price $19.99,600 questions All Levels,nan
Udemy,ServiceNow Certified Application Developer I CAD I 2026 ServiceNow Certified Application CAD Real Exams Questions - 190 Questions,Junyang Lee,ServiceNow Certified Application CAD Real Exams Questions - 190 Questions,Rating: 5.0 out of 5 5.0 (18),nan,Current price $24.99,190 questions All Levels,nan
Udemy,"SAFe® 6.0 Practice Consultant (SPC) – A Use-Case Playbook Become a SAFe® Practice Consultant: Ultimate Guide to Agile Transformation, Empower Leaders to Drive Enterprise Agility",Abdallah Salameh,"Become a SAFe® Practice Consultant: Ultimate Guide to Agile Transformation, Empower Leaders to Drive Enterprise Agility",Rating: 4.7 out of 5 4.7 (17),nan,Current price $19.99,4 total hours 73 lectures All Levels,nan
Udemy,CompTIA Linux+: LX0-104 Practice Tests Work through these 240 Linux+ LX0-104 exam questions to increase your chances of passing this exam on the first try.,Michael Dupey,Work through these 240 Linux+ LX0-104 exam questions to increase your chances of passing this exam on the first try.,Rating: 4.1 out of 5 4.1 (17),nan,Current price $19.99,240 questions Beginner,nan
Udemy,PL-900: Microsoft Power Platform Fundamentals Practice tests Master the PL-900: Microsoft Power Platform Fundamentals Exam: Your Path to Certification Success!,Bikar IT,Master the PL-900: Microsoft Power Platform Fundamentals Exam: Your Path to Certification Success!,Rating: 4.2 out of 5 4.2 (17),nan,Current price $19.99,644 questions All Levels,nan
Udemy,Spring Professional Certification Practice Tests Module 07 Practice Tests for Spring Professional Certification Exam Tutorial - Module 07,Dominik Cebula,Practice Tests for Spring Professional Certification Exam Tutorial - Module 07,Rating: 4.4 out of 5 4.4 (17),nan,Current price $49.99,250 questions Intermediate,nan
Udemy,GCP Professional Cloud DevOps Engineer - Practice tests 106 Practice questions with answers and full examplanation. Reference to Google Cloud Platform documentation,Tonia Iou,106 Practice questions with answers and full examplanation. Reference to Google Cloud Platform documentation,Rating: 4.1 out of 5 4.1 (17),nan,Current price $19.99,108 questions All Levels,nan
Udemy,GNS3 Setup for CCNA (200-301) in 2026 GNS3 setup for Cisco Certified Network Associate,Network Dost,GNS3 setup for Cisco Certified Network Associate,Rating: 4.4 out of 5 4.4 (17),nan,Current price $19.99,0.5 total hours 7 lectures All Levels,nan
Udemy,[SPLK-5001]SplunkCertifiedCybersecurityDefenseAnalystPreExam It will give you the knowledge you need to pass the SPLK-5001 Splunk Certified Cybersecurity Defense Analyst.,Shinya Aikawa,It will give you the knowledge you need to pass the SPLK-5001 Splunk Certified Cybersecurity Defense Analyst.,Rating: 4.2 out of 5 4.2 (17),nan,Current price $39.99,93 questions Beginner,nan
Udemy,Core Java Made Easy for Automation Testing Core java course for Automation Testing Engineer and Java developer beginner to Master level content.,Mohit Kumar,Core java course for Automation Testing Engineer and Java developer beginner to Master level content.,Rating: 4.7 out of 5 4.7 (17),nan,Current price $19.99,12.5 total hours 126 lectures All Levels,nan
Udemy,"Microsoft Fabric Deep Dive: Fabric Guide Master Microsoft Fabric: A Practical Guide to Data Integration, Analytics, and Governance from Basics to Advanced Techni",Mallaiah Somula,"Master Microsoft Fabric: A Practical Guide to Data Integration, Analytics, and Governance from Basics to Advanced Techni",Rating: 4.5 out of 5 4.5 (17),nan,Current price $19.99,24.5 total hours 31 lectures All Levels,nan
Udemy,AZ-900 Practice Test:Pass MS Azure Fundamentals in Weekend!! Azure Fundamentals Update Practice Test with detailed explanation about the concept.Begin the journey to Microsoft cloud,Chavi Gulani,Azure Fundamentals Update Practice Test with detailed explanation about the concept.Begin the journey to Microsoft cloud,Rating: 4.5 out of 5 4.5 (17),nan,Current price $19.99,75 questions All Levels,nan
Udemy,Google Certified Cloud Digital Leader 6 Practice Exams Get Certified with our Cloud Digital Leader Practice Tests with Visual Explanations and Bonus Cheat Sheet,SKILL CURB,Get Certified with our Cloud Digital Leader Practice Tests with Visual Explanations and Bonus Cheat Sheet,Rating: 4.2 out of 5 4.2 (17),nan,Current price $39.99,300 questions Beginner,nan
Udemy,"Python Functions in depth Know about Functions, Lambda Functions, Decorators, Generators, Recursive functions and many more",Rahul Tiwari,"Know about Functions, Lambda Functions, Decorators, Generators, Recursive functions and many more",Rating: 4.4 out of 5 4.4 (17),nan,Current price $54.99,6.5 total hours 7 lectures All Levels,nan
Udemy,Ultimate AWS Certified Solutions Architect Associate 2026 Full Practice Exam | Learn Cloud Computing | Pass the AWS Certified Solutions Architect Associate Certification SAA-C03!,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",nan,"Rating: 4.7 out of 5 4.7 (284,229)",nan,Current price $89.99,nan,nan
Udemy,[NEW] Ultimate AWS Certified Cloud Practitioner CLF-C02 2026 Full Practice Exam included + explanations | Learn Cloud Computing | Pass the AWS Cloud Practitioner CLF-C02 exam!,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",nan,"Rating: 4.7 out of 5 4.7 (283,029)",nan,Current price $89.99,nan,nan
Udemy,CompTIA Security+ (SY0-701) Complete Course & Practice Exam CompTIA Security+ (SY0-701) Bootcamp - Your preparation for the world's best cybersecurity certification!,"Jason Dion • 2.8 Million+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions, Jason Dion • 2.8 Million+ Enrollments Worldwide",nan,"Rating: 4.7 out of 5 4.7 (115,132)",nan,Current price $79.99,nan,nan
Udemy,AI Governance Professional (AIGP) Certification Masterclass Master the 4 domains of the IAPP AIGP certification exam with 19+ hours of on-demand video.,Dr. Kyle David,nan,"Rating: 4.7 out of 5 4.7 (1,465)",nan,Current price $199.99,nan,nan
Udemy,nan,nan,nan,nan,nan,nan,nan,nan
Udemy,nan,nan,nan,nan,nan,nan,nan,nan
Udemy,Exam Prep : SAFe Practitioner 6 (SAFe for Teams 6) Practice Questions for SAFe Practitioner 6 Exam,Salman Shaikh,Practice Questions for SAFe Practitioner 6 Exam,Rating: 4.2 out of 5 4.2 (17),nan,Current price $19.99,180 questions All Levels,nan
Udemy,"AB-900 Microsoft Copilot & Agent Administrator Fundamentals 360 practice questions with in-depth explanations on Copilot administration, Purview, Entra-ID & more to ace the AB-900",Nex Arc,"360 practice questions with in-depth explanations on Copilot administration, Purview, Entra-ID & more to ace the AB-900",Rating: 5.0 out of 5 5.0 (17),nan,Current price $24.99,360 questions All Levels,nan
Udemy,"Git & Repos in Azure DevOps: Beginner to Expert + Tests Master Git version control and Azure DevOps Repos with branching, PRs, rebase, conflicts, and workflows.",Sandeep Soni,"Master Git version control and Azure DevOps Repos with branching, PRs, rebase, conflicts, and workflows.",Rating: 3.9 out of 5 3.9 (17),nan,Current price $19.99,4 total hours 13 lectures Intermediate,nan
Udemy,Pass ServiceNow CIS Security Incident Response SIR 2026 Mar Master Security Incident Response with Real Exam-Style Q/A. 300+ Questions with Explanations Blueprint 100 % covered,Lucky X,Master Security Incident Response with Real Exam-Style Q/A. 300+ Questions with Explanations Blueprint 100 % covered,Rating: 5.0 out of 5 5.0 (17),nan,Current price $24.99,281 questions All Levels,nan
Udemy,Salesforce Certified OmniStudio Developer Validate your skills in OmniStudio with this comprehensive exam.,Sourabh Sinha,Validate your skills in OmniStudio with this comprehensive exam.,Rating: 4.4 out of 5 4.4 (17),nan,Current price $19.99,76 questions All Levels,nan
Udemy,Practice questions to prepare for CBAP Exam Business Analysis Exam Practice Test that Mimics the CBAP exam.,Obalim Esedebe Ciel Academy,Business Analysis Exam Practice Test that Mimics the CBAP exam.,Rating: 3.3 out of 5 3.3 (17),nan,Current price $34.99,470 questions All Levels,nan
Udemy,Oracle Cloud Infrastructure OCI Foundations Associate Exams Prepare for Success: Comprehensive Mock Exams for Oracle Cloud Infrastructure Foundations Associate Certification!,Paweł Krakowiak,Prepare for Success: Comprehensive Mock Exams for Oracle Cloud Infrastructure Foundations Associate Certification!,Rating: 4.8 out of 5 4.8 (17),nan,Current price $19.99,240 questions Beginner,nan
Udemy,4 Practice Exams | AWS Certified Cloud Practitioner CLF-C01 Master the AWS Certified Cloud Practitioner CLF-C01 exam with 4 practice tests and in-depth question analysis.,Nishant Tiwari,Master the AWS Certified Cloud Practitioner CLF-C01 exam with 4 practice tests and in-depth question analysis.,Rating: 4.3 out of 5 4.3 (17),nan,Current price $19.99,120 questions All Levels,nan
Udemy,"CompTIA Network+ Certification: 6 Full-Length Practice Exams Prepare for the CompTIA Network+ Certification with 6 Timed Practice Tests, Each Featuring 128 Questions to Sharpen Your",Mohamed Benjouda,"Prepare for the CompTIA Network+ Certification with 6 Timed Practice Tests, Each Featuring 128 Questions to Sharpen Your",Rating: 4.4 out of 5 4.4 (17),nan,Current price $19.99,768 questions All Levels,nan
Udemy,Python for Beginners. Learn Twice (FREE Presentation E-BOOK) Become a python developer easily. Learn Python Programming deeply and detailed by Presentation and Coding.,Abduraimjonov Abdurakhmon,Become a python developer easily. Learn Python Programming deeply and detailed by Presentation and Coding.,Rating: 4.6 out of 5 4.6 (17),nan,Current price $19.99,12.5 total hours 261 lectures Beginner,nan
Udemy,"PSM Real Exam Simulator (PSM,PMI-ACP) Professional Scrum Certification Exam Simulator & Addons for PMI-ACP.",MD MIZANUR RAHMAN,Professional Scrum Certification Exam Simulator & Addons for PMI-ACP.,Rating: 3.9 out of 5 3.9 (17),nan,Current price $19.99,400 questions All Levels,nan
Udemy,Confluent Certified Administrator Apache Kafka Practice Test 200 practice questions for CCAAK exam with explanations to test your Kafka admin skills,MultiOps Academy,200 practice questions for CCAAK exam with explanations to test your Kafka admin skills,Rating: 3.8 out of 5 3.8 (17),nan,Current price $19.99,200 questions All Levels,nan
Udemy,Salesforce Certified AI Associate Practice Exam (5 Tests) Full Salesforce Certified AI Associate Practice Tests - 210+ Questions - Latest Salesforce Release Update 2024,Akira R,Full Salesforce Certified AI Associate Practice Tests - 210+ Questions - Latest Salesforce Release Update 2024,Rating: 4.2 out of 5 4.2 (17),nan,Current price $19.99,210 questions Beginner,nan
Udemy,[SPLK-1004]Splunk Core Certified Advanced Power User PreExam It will give you the knowledge you need to pass the SPLK-1004 Splunk Core Certified Advanced Power User.,Shinya Aikawa,It will give you the knowledge you need to pass the SPLK-1004 Splunk Core Certified Advanced Power User.,Rating: 4.2 out of 5 4.2 (17),nan,Current price $19.99,76 questions Intermediate,nan
Udemy,Learn AWS EKS Kubernetes cluster and devops in AWS (Part 1) Learn AWS Elastic Kubernetes Service leveraging Terraform and Devops like development approach,Jan Toth,Learn AWS Elastic Kubernetes Service leveraging Terraform and Devops like development approach,Rating: 4.1 out of 5 4.1 (17),nan,Current price $19.99,2.5 total hours 32 lectures Intermediate,nan
Udemy,"MS-900 Fundamentals: Practice Tests (400+ Questions!) Master MS-900 with our engaging course! Learn Microsoft 365 Fundamentals, security, compliance, collaboration & more!",Sherman Crancer,"Master MS-900 with our engaging course! Learn Microsoft 365 Fundamentals, security, compliance, collaboration & more!",Rating: 4.4 out of 5 4.4 (17),nan,Current price $44.99,413 questions Beginner,nan
Udemy,Ultimate AWS Certified Solutions Architect Associate 2026 Full Practice Exam | Learn Cloud Computing | Pass the AWS Certified Solutions Architect Associate Certification SAA-C03!,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",nan,"Rating: 4.7 out of 5 4.7 (284,229)",nan,Current price $89.99,nan,nan
Udemy,[NEW] Ultimate AWS Certified Cloud Practitioner CLF-C02 2026 Full Practice Exam included + explanations | Learn Cloud Computing | Pass the AWS Cloud Practitioner CLF-C02 exam!,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",nan,"Rating: 4.7 out of 5 4.7 (283,029)",nan,Current price $89.99,nan,nan
Udemy,CompTIA Security+ (SY0-701) Complete Course & Practice Exam CompTIA Security+ (SY0-701) Bootcamp - Your preparation for the world's best cybersecurity certification!,"Jason Dion • 2.8 Million+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions, Jason Dion • 2.8 Million+ Enrollments Worldwide",nan,"Rating: 4.7 out of 5 4.7 (115,132)",nan,Current price $79.99,nan,nan
Udemy,AI Governance Professional (AIGP) Certification Masterclass Master the 4 domains of the IAPP AIGP certification exam with 19+ hours of on-demand video.,Dr. Kyle David,nan,"Rating: 4.7 out of 5 4.7 (1,465)",nan,Current price $199.99,nan,nan
Udemy,nan,nan,nan,nan,nan,nan,nan,nan
Udemy,nan,nan,nan,nan,nan,nan,nan,nan
Udemy,Learn AWS EKS Kubernetes cluster and devops in AWS (Part 1) Learn AWS Elastic Kubernetes Service leveraging Terraform and Devops like development approach,Jan Toth,Learn AWS Elastic Kubernetes Service leveraging Terraform and Devops like development approach,Rating: 4.1 out of 5 4.1 (17),nan,Current price $19.99,2.5 total hours 32 lectures Intermediate,nan
Udemy,AAIA -Advanced in AI Audit- Practice Test- Premium 2026 AAIA Practice Exam Set - 90 questions. [LATEST & VAID] : UPDATED 2026,Bilal Ahmad,AAIA Practice Exam Set - 90 questions. [LATEST & VAID] : UPDATED 2026,Rating: 4.1 out of 5 4.1 (17),nan,Current price $19.99,90 questions All Levels,nan
Udemy,AWS Certified Solutions Architect Associate Exam Questions More than 580 questions for the exam. The only study material you will need for AWS Solutions Architect certification!,National Learning Academy,More than 580 questions for the exam. The only study material you will need for AWS Solutions Architect certification!,Rating: 4.2 out of 5 4.2 (17),nan,Current price $19.99,585 questions All Levels,nan
Udemy,Most Updated MSFT Azure AI-900 Practice Tests - APR '24 All You Need AI-900 Practice Tests | 250+ Exam-Like Questions | In-Depth Explanations | Timed Mode | Instructor Support,OneWorld School,All You Need AI-900 Practice Tests | 250+ Exam-Like Questions | In-Depth Explanations | Timed Mode | Instructor Support,Rating: 4.1 out of 5 4.1 (17),nan,Current price $39.99,247 questions Beginner,nan
Udemy,"CIS-PPM Exam NOV 2025 for ServiceNow Project Portfolio Preparation for ServiceNow CIS-PPM exam with updated questions and detailed explanations, screenshots and links",Nguyen Dinh Khanh Du,"Preparation for ServiceNow CIS-PPM exam with updated questions and detailed explanations, screenshots and links",Rating: 4.2 out of 5 4.2 (17),nan,Current price $34.99,171 questions All Levels,nan
Udemy,"Master PMI-PBA Exam: Business Analysis Mock Tests Prepare for PMI-PBA® certification with 4 full-length mock tests, 800 questions, and detailed explanations to ensure exa",MindSparks Lab,"Prepare for PMI-PBA® certification with 4 full-length mock tests, 800 questions, and detailed explanations to ensure exa",Rating: 4.5 out of 5 4.5 (17),nan,Current price $44.99,800 questions All Levels,nan
Udemy,"Oracle SOA Suite 12c Essentials 1Z0-434 | 2023 Exam Obtain Oracle SOA Suite 12c 1Z0-434 certification, guaranteeing 80% accuracy [Exam based on actual test]",Javier Mauricio López,"Obtain Oracle SOA Suite 12c 1Z0-434 certification, guaranteeing 80% accuracy [Exam based on actual test]",Rating: 4.4 out of 5 4.4 (17),nan,Current price $49.99,84 questions Intermediate,nan
Udemy,AWS Architect Masterclass: Zero to Certified Latest Amazon Web Service Solution Architect Associate,saurabh Kumar,Amazon Web Service Solution Architect Associate,Rating: 4.7 out of 5 4.7 (17),nan,Current price $19.99,32 total hours 32 lectures Intermediate,nan
Udemy,AZ-204: Developing Solutions for Microsoft Azure Master Cloud Development on Microsoft Azure & Pass the AZ-204 Certification Exam!,Skill Sync Academy,Master Cloud Development on Microsoft Azure & Pass the AZ-204 Certification Exam!,Rating: 4.5 out of 5 4.5 (17),nan,Current price $29.99,20 total hours 28 lectures Intermediate,nan
Udemy,CCNA 200-301 Cisco Practice Exams: Pass On First Attempt Pass the Cisco CCNA 200-301 Exam on you first attempt. Questions with solutions and references.,"Ultimate Practice Exams, Syed Raza",Pass the Cisco CCNA 200-301 Exam on you first attempt. Questions with solutions and references.,Rating: 3.9 out of 5 3.9 (17),nan,Current price $19.99,165 questions All Levels,nan
Udemy,ServiceNow Flow Designer - Microcertification Flow Designer,IT To Office,Flow Designer,Rating: 3.8 out of 5 3.8 (17),nan,Current price $19.99,28 questions Beginner,nan
Udemy,AI-900 Microsoft Azure AI Fundamentals | Exam + Labs AI-900 Microsoft Azure AI Fundamentals | Hands-on Labs + Exam Questions | Pass the AI-900 with Confidence,Benjamin Diaz || Azure Certified Solutions Architect Expert,AI-900 Microsoft Azure AI Fundamentals | Hands-on Labs + Exam Questions | Pass the AI-900 with Confidence,Rating: 4.4 out of 5 4.4 (17),nan,Current price $19.99,6 total hours 69 lectures All Levels,nan
Udemy,Crack OCA 1Z0 808 Java Programmer Exam Paper Practice Latest exam pattern - Java Programmer I OCA 1Z0-808,Diya Wadhwani,Latest exam pattern - Java Programmer I OCA 1Z0-808,Rating: 4.1 out of 5 4.1 (17),nan,Current price $19.99,280 questions Beginner,nan
Udemy,C_FIORD_2502 Practice Tests SAP Fiori Application Developer C_FIORD_2502 - UPDATE 12/2025 - 80% SCORE Guaranteed!,Guaranteed Quality Club IT GQCIT,C_FIORD_2502 - UPDATE 12/2025 - 80% SCORE Guaranteed!,Rating: 4.4 out of 5 4.4 (17),nan,Current price $24.99,68 questions All Levels,nan
Udemy,AZ-104 Azure Administrator Practice Test with Labs 2025 DEC The ONLY Course you need to Pass the AZ-104 Azure Administrator Exam | DEC 2025 Updated with Interactive Hands-on Labs,Anuradha Samaranayake,The ONLY Course you need to Pass the AZ-104 Azure Administrator Exam | DEC 2025 Updated with Interactive Hands-on Labs,Rating: 4.2 out of 5 4.2 (17),nan,Current price $44.99,274 questions All Levels,nan
Udemy,"AB-730 Microsoft Certified: AI Business Professional Your complete guide to Microsoft 365 Copilot, AI governance, security, and exam preparation for the AB-730 certification",Dr. S. Gomathi,"Your complete guide to Microsoft 365 Copilot, AI governance, security, and exam preparation for the AB-730 certification",Rating: 4.5 out of 5 4.5 (17),nan,Current price $24.99,2.5 total hours 9 lectures Beginner,nan
Udemy,Ultimate AWS Certified Solutions Architect Associate 2026 Full Practice Exam | Learn Cloud Computing | Pass the AWS Certified Solutions Architect Associate Certification SAA-C03!,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",nan,"Rating: 4.7 out of 5 4.7 (284,229)",nan,Current price $89.99,nan,nan
Udemy,[NEW] Ultimate AWS Certified Cloud Practitioner CLF-C02 2026 Full Practice Exam included + explanations | Learn Cloud Computing | Pass the AWS Cloud Practitioner CLF-C02 exam!,"Stephane Maarek | AWS Certified Cloud Practitioner,Solutions Architect,Developer",nan,"Rating: 4.7 out of 5 4.7 (283,029)",nan,Current price $89.99,nan,nan
Udemy,CompTIA Security+ (SY0-701) Complete Course & Practice Exam CompTIA Security+ (SY0-701) Bootcamp - Your preparation for the world's best cybersecurity certification!,"Jason Dion • 2.8 Million+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions, Jason Dion • 2.8 Million+ Enrollments Worldwide",nan,"Rating: 4.7 out of 5 4.7 (115,132)",nan,Current price $79.99,nan,nan
Udemy,AI Governance Professional (AIGP) Certification Masterclass Master the 4 domains of the IAPP AIGP certification exam with 19+ hours of on-demand video.,Dr. Kyle David,nan,"Rating: 4.7 out of 5 4.7 (1,465)",nan,Current price $199.99,nan,nan
Udemy,nan,nan,nan,nan,nan,nan,nan,nan
Udemy,nan,nan,nan,nan,nan,nan,nan,nan
Udemy,AWS Architect Masterclass: Zero to Certified Latest Amazon Web Service Solution Architect Associate,saurabh Kumar,Amazon Web Service Solution Architect Associate,Rating: 4.7 out of 5 4.7 (17),nan,Current price $19.99,32 total hours 32 lectures Intermediate,nan
Udemy,AZ-204: Developing Solutions for Microsoft Azure Master Cloud Development on Microsoft Azure & Pass the AZ-204 Certification Exam!,Skill Sync Academy,Master Cloud Development on Microsoft Azure & Pass the AZ-204 Certification Exam!,Rating: 4.5 out of 5 4.5 (17),nan,Current price $29.99,20 total hours 28 lectures Intermediate,nan
Udemy,"ISTQB Mobile Application Tester Sample Exams 2026 Sample questions, exam 2026 for ISTQB Mobile Application Testing Syllabus, Mock exams",Adam W.,"Sample questions, exam 2026 for ISTQB Mobile Application Testing Syllabus, Mock exams",Rating: 4.3 out of 5 4.3 (17),nan,Current price $19.99,157 questions All Levels,nan
Udemy,SAP S4 HANA C_TS450_1809_Sourcing & Procurement-PracticeExam SAP S/4 HANA Sourcing and Procurement Certification Practice Exams - C_TS450_1809 100 Questions,thexams Academy,SAP S/4 HANA Sourcing and Procurement Certification Practice Exams - C_TS450_1809 100 Questions,Rating: 4.4 out of 5 4.4 (17),nan,Current price $19.99,100 questions All Levels,nan
Udemy,Laravel 8.X & 7.X : Build an e-commerce web application Learn Basic lessons in Laravel 8 & 7 and build a Professional e-commerce web app with PayPal (Available on laravel 9).,Héritier N'kele N'kele,Learn Basic lessons in Laravel 8 & 7 and build a Professional e-commerce web app with PayPal (Available on laravel 9).,Rating: 4.1 out of 5 4.1 (17),nan,Current price $64.99,18 total hours 106 lectures All Levels,nan
Udemy,Google Cloud Professional Security Operations Engineer Exam! Practice-only MCQ questions answers to prepare for the Google Certified Cloud Professional Security Ops Engineer exam..,Mana Dowlatshahi Yeganeh,Practice-only MCQ questions answers to prepare for the Google Certified Cloud Professional Security Ops Engineer exam..,Rating: 4.9 out of 5 4.9 (17),nan,Current price $24.99,1463 questions All Levels,nan
Udemy,Pass P3O Certification Exam (Explanation + 426 Practice Q/A) Deep Preparation (6 Practice Exams) for Mastering the P3O® Foundation Certification Exam (updated August 2024),Allal Morsli,Deep Preparation (6 Practice Exams) for Mastering the P3O® Foundation Certification Exam (updated August 2024),Rating: 4.7 out of 5 4.7 (17),nan,Current price $19.99,426 questions All Levels,nan
Udemy,CCNA 200-301 Cisco Practice Exams: Pass On First Attempt Pass the Cisco CCNA 200-301 Exam on you first attempt. Questions with solutions and references.,"Ultimate Practice Exams, Syed Raza",Pass the Cisco CCNA 200-301 Exam on you first attempt. Questions with solutions and references.,Rating: 3.9 out of 5 3.9 (17),nan,Current price $19.99,165 questions All Levels,nan
Udemy,Mock Exams: Oracle HCM Business Process Foundation Associate Mock Exam: 1Z0-1106-2 | Oracle HCM Business Process Foundations Associate | Build confidence and work towards success,"Guha Rajan M., B.Engg, MBA",Mock Exam: 1Z0-1106-2 | Oracle HCM Business Process Foundations Associate | Build confidence and work towards success,Rating: 4.2 out of 5 4.2 (17),nan,Current price $19.99,160 questions All Levels,nan
Udemy,Databricks Machine Learning Associate Practice Tests 2024 Get the Latest and Updated Practice Tests for the Databricks Certified Machine Learning Associate exam 2024,Karim Tutor,Get the Latest and Updated Practice Tests for the Databricks Certified Machine Learning Associate exam 2024,Rating: 3.4 out of 5 3.4 (17),nan,Current price $19.99,671 questions All Levels,nan
Udemy,AWS Solutions Architect Associate SAA-C03 Practice Exam 2026 Want to pass the 100% AWS Solutions Architect ! AWS Certified Solutions Architect Associate Practice Exam for SAA-C03,Pankaj Pandey,Want to pass the 100% AWS Solutions Architect ! AWS Certified Solutions Architect Associate Practice Exam for SAA-C03,Rating: 4.6 out of 5 4.6 (17),nan,Current price $19.99,194 questions All Levels,nan
Udemy,ServiceNow CIS-ITSM Practice Test(Zurich Release) (JAN 2026) Pass Successfully the Certified Implementation Specialist(CIS) - IT Service Management (ITSM) Exam Easily,Certificates Master,Pass Successfully the Certified Implementation Specialist(CIS) - IT Service Management (ITSM) Exam Easily,Rating: 4.6 out of 5 4.6 (17),nan,Current price $19.99,232 questions All Levels,nan
Udemy,"Prompt Engineering - Step by Step Guide To Frame a Prompt Designed by NIT-Placement Co-Ordinator, Six Key Strategies Including Supported by OpenAI Documenation",Sakthi Swaroop,"Designed by NIT-Placement Co-Ordinator, Six Key Strategies Including Supported by OpenAI Documenation",Rating: 4.3 out of 5 4.3 (17),nan,Current price $19.99,0.5 total hours 17 lectures Beginner,nan
